   36.6310005       54.8419991    
   36.6199989       54.8089981    
   35.7779999       52.8209991    
   35.3069992       54.3870010    
   35.7770004       52.8079987    
   36.7109985       54.3209991    
   35.9910011       53.2799988    
   34.5909996       50.6469994    
   35.7579994       52.8180008    
   35.7830009       52.8380013    
   35.7900009       52.8310013    
   35.7859993       52.8209991    
   36.6279984       50.0019989    
   35.3429985       50.1699982    
   35.9949989       53.2309990    
   34.9119987       50.2659988    
   35.7719994       52.8330002    
   34.9059982       50.2789993    
   35.9379997       53.3590012    
   35.2039986       50.3889999    
   36.6699982       54.0439987    
   35.9480019       53.3479996    
   34.5219994       52.1199989    
   34.5139999       52.1250000    
   34.7770004       53.9309998    
   37.2560005       54.4799995    
   36.1689987       53.4690018    
   36.1889992       53.4939995    
   36.3909988       51.9010010    
   34.3009987       54.4449997    
   36.0880013       53.5229988    
   34.2550011       54.4020004    
   36.4239998       51.8689995    
   34.6129990       50.6259995    
   36.0359993       53.5239983    
   35.9329987       53.1469994    
   35.9879990       53.7019997    
   36.4840012       50.5480003    
   35.7700005       52.8260002    
   35.7869987       52.8289986    
   35.7859993       52.8349991    
   36.6839981       54.4990005    
   36.5449982       54.5419998    
   36.6469994       54.1139984    
   36.9490013       50.0900002    
   34.5349998       50.7159996    
   34.4659996       51.0169983    
   34.2900009       51.1160011    
   34.9210014       50.0979996    
   35.4389992       52.6549988    
   37.1119995       54.7760010    
   35.1489983       52.2010002    
   36.4339981       52.2540016    
   37.2439995       54.7420006    
   34.7179985       53.0019989    
   34.1240005       53.6220016    
   35.1489983       52.0309982    
   36.4700012       53.4480019    
   35.6160011       53.7529984    
   36.8629990       50.5209999    
   36.3460007       52.5929985    
   35.9560013       53.3069992    
   35.9529991       53.3059998    
   35.9589996       53.2989998    
   35.9570007       53.3050003    
   34.5629997       50.6889992    
   35.0629997       54.2439995    
   35.9790001       53.9990005    
   35.9529991       53.2840004    
   35.9550018       53.3019981    
   36.1669998       52.4599991    
   34.3699989       52.6290016    
   34.0979996       53.6580009    
   35.9480019       54.4920006    
   35.4550018       52.6599998    
   36.3330002       53.9269981    
   34.9259987       53.2500000    
   36.0730019       53.0979996    
   35.1440010       53.6129990    
   35.5820007       54.8680000    
   35.8870010       53.1240005    
   36.7010002       54.9819984    
   36.0870018       53.1349983    
   35.7690010       52.4659996    
   35.7700005       51.8750000    
   36.5859985       54.8419991    
   36.6609993       54.8610001    
   36.7220001       50.6759987    
   36.6209984       54.9140015    
   36.9319992       52.7430000    
   36.0979996       52.6549988    
   34.6500015       52.6609993    
   35.2229996       53.6619987    
   37.1829987       54.7659988    
   34.6500015       52.6300011    
   34.3079987       52.4790001    
   35.2109985       52.3540001    
   37.3499985       54.5019989    
   37.2000008       54.3720016    
   35.6980019       51.8979988    
   35.9290009       53.1559982    
   36.1370010       54.1699982    
   36.3450012       54.4230003    
   37.1199989       54.5550003    
   36.3989983       54.1199989    
   37.1419983       54.6539993    
   37.3269997       54.1240005    
   36.1800003       52.4770012    
   36.9609985       54.4290009    
   34.7260017       52.9990005    
   36.2449989       52.8079987    
   37.2420006       50.1819992    
   36.6030006       54.8610001    
   35.7439995       52.1819992    
   34.7220001       52.9930000    
   35.9970016       53.2570000    
   36.4729996       51.3390007    
   36.3289986       54.4500008    
   35.0159988       53.3909988    
   35.2319984       51.1399994    
   35.2490005       51.1500015    
   36.5929985       52.3019981    
   36.5439987       50.9290009    
   36.2989998       54.3160019    
   36.3160019       54.2150002    
   36.0270004       51.0660019    
   34.5190010       52.4210014    
   36.6910019       54.9799995    
   35.4990005       54.4290009    
   35.5149994       54.4049988    
   35.5040016       54.4210014    
   35.4990005       54.4910011    
   35.5390015       54.4770012    
   35.5489998       54.4449997    
   35.5070000       54.4959984    
   35.5089989       54.5009995    
   35.5009995       54.4329987    
   35.5130005       54.4560013    
   35.5159988       54.4249992    
   35.4939995       54.5130005    
   35.5130005       54.4480019    
   35.4920006       54.4459991    
   35.5349998       54.4329987    
   35.4620018       54.5219994    
   35.4370003       54.5200005    
   35.5029984       54.4630013    
   35.4720001       54.5060005    
   35.5190010       54.5369987    
   35.4930000       54.4480019    
   35.5089989       54.4329987    
   35.5369987       54.4609985    
   36.7470016       54.9669991    
   35.5000000       54.4620018    
   35.7570000       52.8069992    
   36.6720009       50.7840004    
   35.5260010       54.4550018    
   35.5029984       54.4529991    
   36.4300003       52.5890007    
   35.6139984       53.7519989    
   35.4860001       54.5219994    
   36.8160019       50.4780006    
   36.5610008       52.8339996    
   35.9280014       53.2430000    
   35.5190010       54.4510002    
   35.5410004       54.4739990    
   34.4220009       52.8959999    
   35.5260010       54.4500008    
   35.5040016       54.5149994    
   35.4830017       54.4790001    
   35.2509995       52.1479988    
   35.4889984       54.4959984    
   35.9080009       53.2270012    
   35.7849998       52.7989998    
   35.4910011       54.5270004    
   35.4830017       54.5229988    
   35.5139999       54.5149994    
   35.5369987       52.8969994    
   35.4729996       54.5279999    
   35.9510002       53.2989998    
   35.9550018       53.2910004    
   35.9449997       53.2939987    
   35.9389992       53.2840004    
   36.5950012       54.7900009    
   36.5600014       54.7960014    
   35.5110016       54.4300003    
   35.9500008       53.2970009    
   35.5229988       54.4449997    
   35.9389992       53.3330002    
   35.7550011       52.0419998    
   36.7360001       50.8390007    
   36.3110008       54.1629982    
   35.5289993       54.4339981    
   35.5859985       54.4129982    
   36.9449997       50.3489990    
   35.5130005       54.4760017    
   35.5349998       54.4379997    
   34.3450012       52.4790001    
   36.6220016       51.5270004    
   36.5690002       54.7519989    
   36.1399994       53.1559982    
   36.0870018       53.7519989    
   35.5099983       54.4780006    
   36.1650009       52.0569992    
   36.3120003       52.7029991    
   35.9010010       53.2690010    
   37.2719994       53.9480019    
   35.9690018       52.3110008    
   35.9379997       53.2980003    
   35.7000008       52.8250008    
   35.4920006       54.5029984    
   34.8330002       52.5950012    
   34.8170013       52.5999985    
   34.8230019       52.5909996    
   34.8349991       52.6139984    
   37.1749992       50.2680016    
   37.2220001       53.0900002    
