   34.5369987       50.8129997    
   34.5340004       50.8129997    
   35.5270004       51.5040016    
   36.8940010       50.2989998    
   35.6809998       52.0099983    
   35.1980019       50.4090004    
   35.6469994       52.0480003    
   35.3209991       50.1209984    
   35.3440018       50.1290016    
   35.3330002       50.1419983    
   34.9389992       53.3170013    
   35.0859985       53.1949997    
   35.5349998       52.6599998    
   35.0960007       53.1899986    
   36.0390015       54.0120010    
   35.1469994       50.0709991    
   36.2529984       53.1580009    
   37.2709999       54.2560005    
   36.8489990       54.3740005    
   36.2799988       54.0830002    
   36.1139984       53.7610016    
   36.6320000       53.3670006    
   35.3650017       50.1619987    
   36.2919998       54.1349983    
   35.1769981       50.4109993    
   35.5830002       51.8030014    
   35.2999992       50.0690002    
   35.6170006       51.9389992    
   35.7190018       52.8540001    
   37.1450005       54.3390007    
   35.7389984       51.6409988    
   36.2649994       52.7610016    
   36.5040016       52.8650017    
   35.2010002       50.3889999    
   35.3380013       50.1529999    
   37.2120018       54.4179993    
   37.1339989       54.6829987    
   35.6510010       51.5349998    
   35.4179993       50.8409996    
   35.1520004       50.0750008    
   35.4280014       50.8489990    
   36.5390015       54.9249992    
   36.2420006       54.0740013    
   36.6699982       54.7159996    
   34.1980019       51.8190002    
   35.7270012       52.3919983    
   35.3709984       50.1279984    
   35.1879997       50.3940010    
   35.2039986       50.3810005    
   36.4550018       54.8190002    
   37.0979996       54.5550003    
   37.0029984       54.7070007    
   36.2150002       53.4449997    
   35.8699989       52.9990005    
   34.9039993       53.0890007    
   35.9039993       53.0209999    
   35.1609993       53.8289986    
   35.9850006       51.9959984    
   35.6559982       51.9599991    
   34.5620003       52.2249985    
   35.1119995       51.9799995    
   35.1170006       51.9959984    
   35.3240013       50.1710014    
   36.8209991       50.4729996    
   35.5979996       52.6119995    
   35.1300011       50.0289993    
   35.2770004       53.6310005    
   36.3660011       54.5919991    
   35.7859993       54.4290009    
   36.3790016       51.6139984    
   35.5219994       54.0250015    
   36.8870010       53.8600006    
   35.8639984       53.4790001    
   35.5690002       52.6599998    
   35.3590012       50.1500015    
   35.2229996       50.4059982    
   37.2750015       54.7089996    
   36.4990005       50.4379997    
   35.5289993       53.5789986    
   36.7849998       54.1640015    
   36.2210007       54.5680008    
   34.5070000       51.2669983    
   34.3160019       52.4090004    
   35.7130013       53.1450005    
   35.7739983       52.8240013    
   35.7729988       52.7980003    
   35.6730003       53.7900009    
   35.7830009       52.8199997    
   35.7830009       52.8129997    
   35.7999992       52.7970009    
   35.7779999       52.8120003    
   35.7830009       52.8199997    
   35.7789993       52.8359985    
   35.8969994       53.0940018    
   35.7739983       52.8349991    
   35.7719994       52.8330002    
