longitude,latitude,vs_mean,vs_std,strain_azimuth,earthquake_occurred
53.00000000000004,34.900000000000006,3.50602180952381,0.3456616530778953,114.32,0
53.10000000000005,34.900000000000006,3.496649333333333,0.3396884638788981,114.32,0
53.200000000000045,34.900000000000006,3.486210476190476,0.3304418280142416,114.32,0
53.30000000000005,34.900000000000006,3.4768201904761904,0.3201926256690683,114.32,0
53.40000000000005,34.900000000000006,3.4693350476190474,0.311276181505719,114.32,0
53.50000000000005,34.900000000000006,3.462102,0.3037094130805107,110.44,0
53.60000000000005,34.900000000000006,3.454637238095238,0.2965645931277632,110.44,0
53.70000000000005,34.900000000000006,3.4486119047619046,0.2901455654212934,110.44,0
53.80000000000005,34.900000000000006,3.444982857142857,0.2846912016164454,110.44,0
53.900000000000055,34.900000000000006,3.4434653333333336,0.2816971984958484,110.44,0
54.00000000000006,34.900000000000006,3.442495666666667,0.2797420419744752,110.44,0
54.10000000000006,34.900000000000006,3.499064840223564,0.0,110.44,0
49.9,35.00000000000001,3.5212046666666668,0.2586821748052398,20.84,0
50.0,35.00000000000001,3.522505555555556,0.2587665791515026,20.84,0
50.1,35.00000000000001,3.5204832,0.2624149349571109,20.84,0
50.2,35.00000000000001,3.5210444999999995,0.2710663490963741,20.84,0
50.3,35.00000000000001,3.5221436666666674,0.2787599777620382,20.84,0
50.400000000000006,35.00000000000001,3.5209038333333336,0.2833725991550559,20.84,0
50.50000000000001,35.00000000000001,3.519294166666667,0.2859071659271935,112.99,0
50.60000000000001,35.00000000000001,3.5192171666666656,0.2875193711211856,112.99,0
50.70000000000001,35.00000000000001,3.5199141666666667,0.2879086085794051,112.99,0
50.80000000000001,35.00000000000001,3.521341333333334,0.2876234357615664,112.99,1
50.90000000000001,35.00000000000001,3.521661466666667,0.2847998017402351,112.99,0
51.000000000000014,35.00000000000001,3.5224847777777777,0.2827248502271963,112.99,0
51.100000000000016,35.00000000000001,3.5240892222222224,0.2803023352354342,112.99,0
51.20000000000002,35.00000000000001,3.526075666666667,0.2787432137216695,112.99,0
51.30000000000002,35.00000000000001,3.5277031111111112,0.2788033968495915,119.85,1
51.40000000000002,35.00000000000001,3.528174,0.2794623983434859,119.85,1
51.50000000000002,35.00000000000001,3.5280041904761905,0.2821562454494014,119.85,1
51.60000000000002,35.00000000000001,3.5266349523809524,0.2851699587675009,119.85,0
51.70000000000002,35.00000000000001,3.524852,0.2891655746657659,119.85,0
51.800000000000026,35.00000000000001,3.524697238095238,0.2958517810022487,119.85,0
51.90000000000003,35.00000000000001,3.527277047619048,0.3061079259395608,119.85,1
52.00000000000003,35.00000000000001,3.5315418095238096,0.3183595120427009,119.85,1
52.10000000000003,35.00000000000001,3.536155714285714,0.3302842762485087,119.85,1
52.20000000000003,35.00000000000001,3.540648380952381,0.3409024970990357,119.85,1
52.30000000000003,35.00000000000001,3.544603904761905,0.3505164753868593,119.85,1
52.400000000000034,35.00000000000001,3.5468367619047623,0.358939179375747,114.32,0
52.50000000000004,35.00000000000001,3.5459344761904763,0.3648595426263795,114.32,0
52.60000000000004,35.00000000000001,3.541098761904762,0.3666517922591085,114.32,0
52.70000000000004,35.00000000000001,3.5331759047619045,0.3642972877750503,114.32,0
52.80000000000004,35.00000000000001,3.523959619047619,0.3596698078575905,114.32,0
52.90000000000004,35.00000000000001,3.5146429523809526,0.3544722117145909,114.32,0
53.00000000000004,35.00000000000001,3.5056800952380955,0.3489441069225112,114.32,0
53.10000000000005,35.00000000000001,3.496273047619048,0.3415509161451449,114.32,0
53.200000000000045,35.00000000000001,3.485681904761905,0.3311080935655089,114.32,0
53.30000000000005,35.00000000000001,3.475572380952381,0.3194096721822204,114.32,0
53.40000000000005,35.00000000000001,3.4669750476190475,0.3091344299384223,114.32,0
53.50000000000005,35.00000000000001,3.459275619047619,0.3009788839681398,110.44,0
53.60000000000005,35.00000000000001,3.4521062857142857,0.2940014252906612,110.44,0
53.70000000000005,35.00000000000001,3.4466831428571427,0.2881434460177142,110.44,0
53.80000000000005,35.00000000000001,3.443751809523809,0.2832099109027073,110.44,0
53.900000000000055,35.00000000000001,3.442635333333333,0.2805022123377831,110.44,0
54.00000000000006,35.00000000000001,3.4427156666666665,0.2788816333248007,110.44,0
54.10000000000006,35.00000000000001,3.499064840223564,0.0,110.44,0
49.9,35.10000000000001,3.5182200000000003,0.2588861839527377,97.7,0
50.0,35.10000000000001,3.518639166666667,0.2609119539144664,20.84,0
50.1,35.10000000000001,3.5180406666666664,0.263677126594264,20.84,0
50.2,35.10000000000001,3.519176666666666,0.2722631912616482,20.84,0
50.3,35.10000000000001,3.519078,0.278508913374609,20.84,0
50.400000000000006,35.10000000000001,3.517819777777778,0.281096283323494,20.84,0
50.50000000000001,35.10000000000001,3.5146162666666667,0.2812626882740565,112.99,0
50.60000000000001,35.10000000000001,3.514444666666667,0.2822524337539636,112.99,0
50.70000000000001,35.10000000000001,3.5162341333333336,0.283172873282617,112.99,1
50.80000000000001,35.10000000000001,3.5180554666666666,0.2822284060964202,112.99,1
50.90000000000001,35.10000000000001,3.5190304444444447,0.2798965353608946,112.99,1
51.000000000000014,35.10000000000001,3.5201666666666664,0.2762096725782905,112.99,0
51.100000000000016,35.10000000000001,3.521907222222222,0.2732257794279293,112.99,0
51.20000000000002,35.10000000000001,3.5240834444444444,0.2716233699617329,112.99,0
51.30000000000002,35.10000000000001,3.526183111111111,0.272027350877555,9.7,0
51.40000000000002,35.10000000000001,3.52720561904762,0.2731790197509243,119.85,0
51.50000000000002,35.10000000000001,3.528381714285714,0.276882557602314,119.85,0
51.60000000000002,35.10000000000001,3.529081333333333,0.2821592537128619,119.85,0
51.70000000000002,35.10000000000001,3.5296286666666665,0.2898034563046372,119.85,0
51.800000000000026,35.10000000000001,3.531302095238095,0.3006602380383287,119.85,1
51.90000000000003,35.10000000000001,3.5344826666666664,0.3136898950887251,119.85,1
52.00000000000003,35.10000000000001,3.538200380952381,0.3263568910610571,119.85,1
52.10000000000003,35.10000000000001,3.541976571428572,0.3373093258419623,119.85,1
