longitude,latitude,vs_mean,vs_std
49.9,34.4,3.4990648402235633,0.0
50.0,34.4,3.4990648402235633,0.0
50.1,34.4,3.4990648402235633,0.0
50.2,34.4,3.4990648402235633,0.0
50.3,34.4,3.4990648402235633,0.0
50.400000000000006,34.4,3.4990648402235633,0.0
50.50000000000001,34.4,3.4990648402235633,0.0
50.60000000000001,34.4,3.4990648402235633,0.0
50.70000000000001,34.4,3.4990648402235633,0.0
50.80000000000001,34.4,3.4990648402235633,0.0
50.90000000000001,34.4,3.4990648402235633,0.0
51.000000000000014,34.4,3.4990648402235633,0.0
51.100000000000016,34.4,3.4990648402235633,0.0
51.20000000000002,34.4,3.4990648402235633,0.0
51.30000000000002,34.4,3.4990648402235633,0.0
51.40000000000002,34.4,3.4990648402235633,0.0
51.50000000000002,34.4,3.4990648402235633,0.0
51.60000000000002,34.4,3.4990648402235633,0.0
51.70000000000002,34.4,3.4990648402235633,0.0
51.800000000000026,34.4,3.4990648402235633,0.0
51.90000000000003,34.4,3.4990648402235633,0.0
52.00000000000003,34.4,3.4990648402235633,0.0
52.10000000000003,34.4,3.4990648402235633,0.0
52.20000000000003,34.4,3.4990648402235633,0.0
52.30000000000003,34.4,3.4990648402235633,0.0
52.400000000000034,34.4,3.4990648402235633,0.0
52.50000000000004,34.4,3.4990648402235633,0.0
52.60000000000004,34.4,3.4990648402235633,0.0
52.70000000000004,34.4,3.4990648402235633,0.0
52.80000000000004,34.4,3.4990648402235633,0.0
52.90000000000004,34.4,3.4990648402235633,0.0
53.00000000000004,34.4,3.4990648402235633,0.0
53.10000000000005,34.4,3.4990648402235633,0.0
53.200000000000045,34.4,3.4990648402235633,0.0
53.30000000000005,34.4,3.4990648402235633,0.0
53.40000000000005,34.4,3.4990648402235633,0.0
53.50000000000005,34.4,3.4990648402235633,0.0
53.60000000000005,34.4,3.4990648402235633,0.0
53.70000000000005,34.4,3.4990648402235633,0.0
53.80000000000005,34.4,3.4990648402235633,0.0
53.900000000000055,34.4,3.4990648402235633,0.0
54.00000000000006,34.4,3.4990648402235633,0.0
54.10000000000006,34.4,3.4990648402235633,0.0
49.9,34.5,3.4990648402235633,0.0
50.0,34.5,3.5374873333333334,0.24778306632876287
50.1,34.5,3.535345666666667,0.24889480904145328
50.2,34.5,3.5312259999999998,0.25277012424275735
50.3,34.5,3.5275443333333336,0.2570544036242737
50.400000000000006,34.5,3.5245416666666673,0.2609504861423882
50.50000000000001,34.5,3.522504333333333,0.26554245322125947
50.60000000000001,34.5,3.5216629999999993,0.27175219788350385
50.70000000000001,34.5,3.5223606666666667,0.27905221443454803
50.80000000000001,34.5,3.5246760000000004,0.28616646935763695
50.90000000000001,34.5,3.5274683333333328,0.29204692325348736
51.000000000000014,34.5,3.5288103333333334,0.29533633339969445
51.100000000000016,34.5,3.527629333333333,0.2948644034475677
51.20000000000002,34.5,3.524034,0.29380501651237956
51.30000000000002,34.5,3.5177344444444443,0.29140740282877176
51.40000000000002,34.5,3.5103853333333337,0.2887831782082115
51.50000000000002,34.5,3.5032177777777775,0.28626182331434913
51.60000000000002,34.5,3.4961902222222228,0.28349204148956947
51.70000000000002,34.5,3.4891219999999996,0.2801746407809749
51.800000000000026,34.5,3.481821111111111,0.2755327259147044
51.90000000000003,34.5,3.475511333333334,0.26975265207429117
52.00000000000003,34.5,3.4727835555555555,0.26563638668191414
52.10000000000003,34.5,3.475569777777778,0.2669393169822548
52.20000000000003,34.5,3.4828824444444444,0.27449222645822513
52.30000000000003,34.5,3.4916615555555555,0.2850232996567838
52.400000000000034,34.5,3.4992037777777782,0.29448241863560193
52.50000000000004,34.5,3.5046704444444443,0.3011150139381225
52.60000000000004,34.5,3.508506888888889,0.30588591126378445
52.70000000000004,34.5,3.511346666666667,0.31064041673258663
52.80000000000004,34.5,3.512642222222222,0.315792186811478
52.90000000000004,34.5,3.5111104444444448,0.3202679550485537
53.00000000000004,34.5,3.506908888888889,0.32307670593275106
53.10000000000005,34.5,3.500183777777778,0.32375623261176245
53.200000000000045,34.5,3.492917333333333,0.32317361984392995
53.30000000000005,34.5,3.4867937777777778,0.3221984408468445
53.40000000000005,34.5,3.4828462222222223,0.32106806346579975
53.50000000000005,34.5,3.479486222222222,0.3182783330212325
53.60000000000005,34.5,3.475031333333333,0.31311137884771906
53.70000000000005,34.5,3.4700877777777777,0.3065458439422363
53.80000000000005,34.5,3.465369777777778,0.29988274920652813
53.900000000000055,34.5,3.463195,0.29683240669984823
54.00000000000006,34.5,3.46105,0.2941493730364186
54.10000000000006,34.5,3.4990648402235633,0.0
49.9,34.6,3.4990648402235633,0.0
50.0,34.6,3.5378866666666666,0.25053693128028054
50.1,34.6,3.535012333333334,0.2520108804284306
50.2,34.6,3.5298948333333326,0.2557640221930876
50.3,34.6,3.5263074999999997,0.25990437298921093
50.400000000000006,34.6,3.524123833333334,0.26427979333258167
50.50000000000001,34.6,3.5226279999999996,0.2693994287974531
50.60000000000001,34.6,3.5220371666666663,0.27567546766883266
50.70000000000001,34.6,3.5231678333333334,0.28256896895979905
50.80000000000001,34.6,3.5258858333333336,0.2890625587205343
50.90000000000001,34.6,3.5288893333333333,0.29443489444130655
51.000000000000014,34.6,3.5301515,0.2973520740204959
51.100000000000016,34.6,3.5281738666666667,0.29626778686253663
51.20000000000002,34.6,3.525057,0.2952111170926006
51.30000000000002,34.6,3.5190854444444444,0.2924733216384253
51.40000000000002,34.6,3.512433777777778,0.2897483938118114
51.50000000000002,34.6,3.506009222222222,0.28737169319252315
51.60000000000002,34.6,3.4996407777777776,0.28492736750541475
51.70000000000002,34.6,3.493204333333333,0.28201943537247337
51.800000000000026,34.6,3.4867003333333333,0.27795167802498993
51.90000000000003,34.6,3.4815163333333334,0.27332723718504165
52.00000000000003,34.6,3.4800124444444442,0.2711351694486107
52.10000000000003,34.6,3.4834741111111116,0.2743910893368084
52.20000000000003,34.6,3.490470666666667,0.28280922518241136
52.30000000000003,34.6,3.4982596666666663,0.29313608123194634
52.400000000000034,34.6,3.5049415555555554,0.30217746832722664
52.50000000000004,34.6,3.5100395555555557,0.3087239297794871
52.60000000000004,34.6,3.5135656666666666,0.3134070745913264
52.70000000000004,34.6,3.515393,0.31745334224172994
52.80000000000004,34.6,3.515,0.32142915687924506
52.90000000000004,34.6,3.511814777777778,0.324779200213771
53.00000000000004,34.6,3.5064844444444443,0.3267337451239072
53.10000000000005,34.6,3.4988333333333337,0.32634308628593556
53.200000000000045,34.6,3.4907012222222225,0.3242235455431949
53.30000000000005,34.6,3.4838693333333333,0.3215467263968135
53.40000000000005,34.6,3.479532555555556,0.3190250740650759
53.50000000000005,34.6,3.475806888888889,0.315307792096417
53.60000000000005,34.6,3.470896555555555,0.309546823123072
53.70000000000005,34.6,3.4655032222222224,0.30267721184865504
53.80000000000005,34.6,3.4605558888888885,0.29593352077697066
53.900000000000055,34.6,3.4583244999999994,0.2927917499939577
54.00000000000006,34.6,3.4561970000000004,0.28989765260799444
54.10000000000006,34.6,3.4990648402235633,0.0
49.9,34.7,3.4990648402235633,0.0
50.0,34.7,3.5365006666666665,0.2565196563877054
50.1,34.7,3.532677666666666,0.25775984086061526
50.2,34.7,3.5268753333333334,0.26110381388942133
50.3,34.7,3.5244041666666663,0.2656340452753018
50.400000000000006,34.7,3.5234893333333335,0.2711484789106911
50.50000000000001,34.7,3.5221358333333335,0.2767895880014557
50.60000000000001,34.7,3.522110666666667,0.2828816459739605
50.70000000000001,34.7,3.524610833333333,0.2889834299239143
50.80000000000001,34.7,3.527766333333334,0.29377803984365397
50.90000000000001,34.7,3.530408666666667,0.29720809743374965
51.000000000000014,34.7,3.5311356666666667,0.2986326594162225
51.100000000000016,34.7,3.529380933333334,0.29750008672031286
51.20000000000002,34.7,3.5264275555555553,0.29540459330357793
51.30000000000002,34.7,3.5218146666666668,0.292628571946531
51.40000000000002,34.7,3.516908777777777,0.2904366917296137
51.50000000000002,34.7,3.5119704444444446,0.28892647481028516
51.60000000000002,34.7,3.506698111111111,0.28741973076248317
51.70000000000002,34.7,3.5013041111111116,0.28542399301658505
51.800000000000026,34.7,3.496493777777778,0.28286897800114486
51.90000000000003,34.7,3.493942666666667,0.28127518097453613
52.00000000000003,34.7,3.4950724444444443,0.2832571650131408
52.10000000000003,34.7,3.4996270000000003,0.2899111394177696
52.20000000000003,34.7,3.505666666666667,0.2994662246577897
52.30000000000003,34.7,3.508772571428571,0.3061281403165469
52.400000000000034,34.7,3.5145239999999998,0.31504907486926087
52.50000000000004,34.7,3.5190766666666664,0.3215986098409082
52.60000000000004,34.7,3.5214670476190473,0.3257916825800923
52.70000000000004,34.7,3.521176761904762,0.3284704358084325
52.80000000000004,34.7,3.5180595238095234,0.33051842807360354
52.90000000000004,34.7,3.512468761904762,0.3320438166604679
53.00000000000004,34.7,3.505629142857143,0.33256405592725163
53.10000000000005,34.7,3.4970767619047622,0.33048264917266895
53.200000000000045,34.7,3.487637523809524,0.32585013594867673
53.30000000000005,34.7,3.4797954285714288,0.3205780115733833
53.40000000000005,34.7,3.4749638095238096,0.3160786776605644
53.50000000000005,34.7,3.4704836190476187,0.31111110625762356
